invoice id,state,city,customer type,gender,product line,unit price,quantity,tax 18%,sales,date,time,payment,cogs,gross margin percentage,gross income,rating
89dc3b84-f97a-4412-be6c-c972e8b9b446,Maharashtra,Mumbai,Normal,Male,Fashion,13972.96,5,12575.66,82440.46,2024-06-19,23:13:52,UPI,69864.79999999999,4.7619,3925.73,1.5
df1c9e89-f3fc-425b-9c1f-fdd0553fcfa2,West Bengal,Howrah,Member,Male,Home & Kitchen,19987.12,8,28781.45,188678.41,2024-11-12,10:24:48,Cash,159896.96,4.7619,8984.68,9.0
7b47f250-754d-4c3c-9b1b-ed58e4869f30,Maharashtra,Nagpur,Member,Female,Fashion,250.69,4,180.5,1183.26,2025-04-05,13:56:09,Cash,1002.76,4.7619,56.35,5.0
cbd2e9b2-c5bb-47e0-8584-09296af48540,West Bengal,Howrah,Member,Male,Groceries,14867.68,3,8028.55,52631.59,2025-07-15,02:14:39,Debit Card,44603.04,4.7619,2506.26,6.7
931d9023-b28f-46ce-afc6-102846b70ab3,Karnataka,Bengaluru,Member,Female,Health & Beauty,18131.49,4,13054.67,85580.63,2023-10-23,23:03:25,UPI,72525.96,4.7619,4075.26,6.1
3c5e3ed1-ed08-4481-aaeb-82bc8bd21194,West Bengal,Howrah,Normal,Female,Electronics,18555.12,8,26719.37,175160.33,2024-09-07,16:15:38,Cash,148440.96,4.7619,8340.96,5.3
795e668b-e8c5-4b7b-97d0-84bc9ef15c16,Gujarat,Ahmedabad,Member,Female,Fashion,1202.18,3,649.18,4255.72,2024-11-15,00:42:09,Credit Card,3606.54,4.7619,202.65,4.5
f3ebcbd5-c26f-475f-9094-5eccef501ec8,Delhi,New Delhi,Normal,Male,Health & Beauty,8927.39,2,3213.86,21068.64,2024-09-05,21:54:21,Cash,17854.78,4.7619,1003.27,8.5
12ba0d1c-48c9-4ab3-86f6-eabbb585f088,West Bengal,Kolkata,Member,Male,Fashion,1304.53,10,2348.15,15393.45,2023-07-29,13:02:52,UPI,13045.3,4.7619,733.02,9.0
fdece06b-ed49-4199-9550-3a9d8111a569,Punjab,Amritsar,Member,Male,Home & Kitchen,16938.47,7,21342.47,139911.76,2025-01-11,02:24:40,Cash,118569.29000000001,4.7619,6662.46,6.5
eba31610-3414-4d12-ac90-c8399bd08143,Madhya Pradesh,Indore,Normal,Male,Groceries,16436.15,5,14792.53,96973.28,2024-05-06,02:30:44,Debit Card,82180.75,4.7619,4617.77,1.7
0eeab432-80a5-4faf-b759-073ff65074d7,Uttar Pradesh,Varanasi,Normal,Male,Electronics,4467.94,10,8042.29,52721.69,2024-03-29,15:33:45,UPI,44679.399999999994,4.7619,2510.55,3.4
7ecc89f2-e526-46bc-8e2c-3b4aaab903f2,Maharashtra,Mumbai,Member,Male,Groceries,8360.15,2,3009.65,19729.95,2025-03-25,08:35:18,UPI,16720.3,4.7619,939.52,7.8
8f9d2b3c-f759-498c-bace-4a47366289b7,Karnataka,Mysuru,Member,Female,Electronics,4676.36,3,2525.23,16554.31,2023-09-22,07:51:32,Debit Card,14029.079999999998,4.7619,788.3,5.8
d771221d-2c22-41da-ae0e-b5c9de0b78cb,Delhi,New Delhi,Normal,Female,Groceries,6020.43,9,9753.1,63936.97,2025-01-28,08:53:46,UPI,54183.87,4.7619,3044.61,7.1
f81620c8-cd3c-4619-a19b-0070dbda5e8b,Karnataka,Mysuru,Member,Male,Health & Beauty,1127.3,2,405.83,2660.43,2024-05-18,00:01:38,UPI,2254.6,4.7619,126.69,2.4
ac5f07ce-7c85-4f8e-b750-dc984479e407,West Bengal,Kolkata,Normal,Female,Home & Kitchen,6482.29,9,10501.31,68841.92,2025-07-05,05:54:43,UPI,58340.61,4.7619,3278.18,1.8
80959d77-311c-4469-a0be-302a06836a4b,Tamil Nadu,Coimbatore,Member,Male,Home & Kitchen,11609.07,4,8358.53,54794.81,2024-01-18,06:26:56,UPI,46436.28,4.7619,2609.27,4.2
d5ade5b7-940b-4c46-acb9-83a548eace9e,Tamil Nadu,Coimbatore,Member,Female,Home & Kitchen,4970.03,8,7156.84,46917.08,2023-12-18,10:35:24,Cash,39760.24,4.7619,2234.14,5.7
4edd6e08-f1f9-49f0-8773-138e404df25c,Madhya Pradesh,Bhopal,Normal,Male,Home & Kitchen,10433.83,9,16902.8,110807.27,2025-03-23,20:59:19,UPI,93904.47,4.7619,5276.53,9.8
05b3b9a5-17dd-469f-a1e0-e0e499f6c7d5,Gujarat,Ahmedabad,Member,Male,Electronics,17663.1,1,3179.36,20842.46,2025-03-31,22:21:57,Cash,17663.1,4.7619,992.5,5.4
effb0bc4-ae13-426f-bb19-ceb62e9849d6,Uttar Pradesh,Kanpur,Normal,Male,Fashion,17084.57,2,6150.45,40319.59,2024-03-05,14:41:54,Debit Card,34169.14,4.7619,1919.98,5.9
bb1c23d5-eaf5-4a9e-9ca3-666089e8d3ad,Rajasthan,Jaipur,Normal,Male,Groceries,9916.81,8,14280.21,93614.69,2025-02-14,07:29:20,Cash,79334.48,4.7619,4457.84,1.3
a24a4019-0139-4a72-be4e-d542aaa63d41,Uttar Pradesh,Lucknow,Normal,Female,Home & Kitchen,1690.39,5,1521.35,9973.3,2024-08-05,11:24:31,Debit Card,8451.95,4.7619,474.92,2.4
7219e8dc-7b7d-4394-9afc-fc633515bba1,West Bengal,Kolkata,Member,Female,Groceries,17274.46,7,21765.82,142687.04,2024-05-23,18:10:02,Credit Card,120921.22,4.7619,6794.61,4.9
c6faba44-5a8d-43cc-8b59-29acba81d9db,Madhya Pradesh,Bhopal,Normal,Female,Groceries,959.45,8,1381.61,9057.21,2023-12-14,14:54:48,Credit Card,7675.6,4.7619,431.3,9.2
1a571057-d39b-4a4b-8a19-c2191948f60d,Karnataka,Bengaluru,Member,Male,Groceries,12858.4,10,23145.12,151729.12,2024-11-12,17:28:39,Cash,128584.0,4.7619,7225.19,6.3
d22ccd86-2f76-4cf0-adcb-fd94d1550a8e,Gujarat,Surat,Normal,Male,Electronics,9924.04,9,16076.94,105393.3,2024-02-25,20:56:21,Credit Card,89316.36000000002,4.7619,5018.72,6.9
4606997f-506d-433c-ae2f-4ce85ecdd41c,Maharashtra,Mumbai,Member,Female,Health & Beauty,9443.48,9,15298.44,100289.76,2024-11-05,13:08:45,Debit Card,84991.31999999999,4.7619,4775.7,8.4
8c0cf8c9-fba5-48aa-a056-bd58f4633965,Tamil Nadu,Chennai,Normal,Female,Health & Beauty,17227.44,6,18605.64,121970.28,2024-02-18,13:11:51,Credit Card,103364.63999999998,4.7619,5808.1,8.3
11b93eb6-bbd2-405e-b5f6-2898fe05dec3,Uttar Pradesh,Varanasi,Member,Male,Groceries,6407.72,9,10380.51,68049.99,2025-04-22,13:23:55,Debit Card,57669.48,4.7619,3240.47,8.2
c267a130-0dad-433e-8993-30b15343b295,Tamil Nadu,Coimbatore,Member,Female,Electronics,19736.78,2,7105.24,46578.8,2024-07-29,04:20:30,Credit Card,39473.56,4.7619,2218.04,8.9
92824140-3de6-49a7-b744-51c781061cc1,West Bengal,Howrah,Normal,Male,Home & Kitchen,11575.84,5,10418.26,68297.46,2024-11-03,21:26:46,Debit Card,57879.2,4.7619,3252.26,5.5
30867a81-375a-4a64-832b-89ba1c18fa6d,Madhya Pradesh,Bhopal,Member,Male,Groceries,2291.99,4,1650.23,10818.19,2025-03-26,19:40:27,UPI,9167.96,4.7619,515.15,9.5
f78554b8-5935-48d5-a124-ebf68b9f419d,Punjab,Amritsar,Normal,Male,Groceries,11748.4,10,21147.12,138631.12,2024-01-15,15:26:21,UPI,117484.0,4.7619,6601.48,3.5
82a6462f-3236-4e56-97ef-b87128e205d5,Tamil Nadu,Chennai,Normal,Female,Health & Beauty,9834.84,4,7081.08,46420.44,2024-03-22,10:06:02,Cash,39339.36,4.7619,2210.49,5.3
7c342faf-0d8d-44b3-97cd-19210a1e8c55,Punjab,Amritsar,Normal,Female,Groceries,10975.87,4,7902.63,51806.11,2025-02-24,22:52:55,UPI,43903.48,4.7619,2466.96,9.2
5d4bde8d-b3ee-4393-9686-fd3318ffb53d,Karnataka,Bengaluru,Normal,Female,Electronics,1465.47,8,2110.28,13834.04,2024-08-28,01:07:36,Cash,11723.76,4.7619,658.76,6.2
d97f9feb-2ecb-4338-935c-7ce2c25837d5,Delhi,New Delhi,Normal,Male,Home & Kitchen,11676.67,9,18916.21,124006.24,2024-12-04,22:28:31,Cash,105090.03,4.7619,5905.05,8.2
6ee2c64b-cfcf-4033-8031-889ae3bc0647,Punjab,Amritsar,Normal,Male,Groceries,1627.98,2,586.07,3842.03,2024-11-24,14:19:47,Cash,3255.96,4.7619,182.95,4.8
9c6ab9a7-b9a3-4fd6-bd09-a5c5f8ad72bd,Karnataka,Mysuru,Member,Female,Home & Kitchen,18385.18,8,26474.66,173556.1,2023-10-04,13:04:14,Debit Card,147081.44,4.7619,8264.57,8.2
d52bd757-f293-4588-817c-304913bb8cb9,Karnataka,Mysuru,Member,Female,Groceries,5812.38,7,7323.6,48010.26,2024-07-19,16:46:34,Cash,40686.66,4.7619,2286.2,4.0
4ae02a96-3dfc-4ab3-83a0-022445ff89dc,Karnataka,Mysuru,Normal,Male,Electronics,11574.4,6,12500.35,81946.75,2025-05-10,17:19:59,Cash,69446.4,4.7619,3902.22,2.4
6633272a-f869-4932-ad4f-5a8b8231a63d,Punjab,Amritsar,Member,Male,Fashion,7716.45,7,9722.73,63737.88,2025-03-02,10:35:07,Cash,54015.15,4.7619,3035.13,2.4
4e8af775-24f5-416d-a78c-b9276ee9b646,Punjab,Amritsar,Member,Female,Fashion,19858.5,5,17872.65,117165.15,2024-09-30,00:03:04,Cash,99292.5,4.7619,5579.29,5.0
c8285e27-7f47-4113-9c6a-1a2df80f815a,Maharashtra,Mumbai,Member,Female,Health & Beauty,16243.16,6,17542.61,115001.57,2024-09-05,21:11:49,Debit Card,97458.95999999999,4.7619,5476.26,5.2
1b02d33d-3817-4353-970b-f4a4efcb54b0,Punjab,Ludhiana,Member,Female,Groceries,18132.05,3,9791.31,64187.46,2025-05-15,16:59:16,UPI,54396.149999999994,4.7619,3056.54,2.8
c4d89cb3-e28a-449f-967d-6e369af4e9da,Delhi,New Delhi,Normal,Female,Home & Kitchen,6578.06,10,11840.51,77621.11,2025-01-12,22:36:27,Cash,65780.6,4.7619,3696.24,1.7
2bfd6990-ced9-4066-b40b-4978a83ff417,Maharashtra,Mumbai,Normal,Female,Health & Beauty,19728.21,6,21306.47,139675.73,2024-11-26,19:19:44,Credit Card,118369.26,4.7619,6651.22,2.1
882457cc-fdbf-4567-81e7-c0b269691472,Madhya Pradesh,Bhopal,Normal,Female,Home & Kitchen,18823.13,8,27105.31,177690.35,2025-05-03,03:37:09,UPI,150585.04,4.7619,8461.44,4.8
06f60053-756c-4dfd-ad37-a90842cede76,West Bengal,Howrah,Normal,Male,Electronics,9682.37,1,1742.83,11425.2,2024-02-25,03:52:00,UPI,9682.37,4.7619,544.06,5.3
682a0f61-8882-4ee4-8c97-5139597f242c,Madhya Pradesh,Indore,Normal,Male,Home & Kitchen,19376.74,2,6975.63,45729.11,2024-10-16,06:21:59,Cash,38753.48,4.7619,2177.57,6.7
e3302ab8-b72d-49e1-8b70-af06d32344ee,Gujarat,Ahmedabad,Member,Male,Groceries,16981.1,1,3056.6,20037.7,2025-04-07,15:11:50,Debit Card,16981.1,4.7619,954.18,9.7
29adda90-d8b6-4dde-968b-fa405770f831,Uttar Pradesh,Varanasi,Normal,Male,Electronics,8602.22,8,12387.2,81204.96,2023-12-30,20:17:52,UPI,68817.76,4.7619,3866.9,5.4
6b5b1160-283a-4559-892d-9a2a4bc4767b,Tamil Nadu,Coimbatore,Normal,Male,Electronics,3773.01,9,6112.28,40069.37,2024-05-17,13:53:01,Debit Card,33957.090000000004,4.7619,1908.06,1.1
db0136d7-72b2-44ef-ba5d-768384d92aaf,Madhya Pradesh,Indore,Member,Male,Home & Kitchen,14804.87,6,15989.26,104818.48,2024-08-09,11:38:56,Credit Card,88829.22,4.7619,4991.35,4.5
9b793f09-7b03-4f0f-a508-b777bef1c3f0,Karnataka,Mysuru,Normal,Male,Electronics,13794.69,2,4966.09,32555.47,2024-07-30,21:31:48,Debit Card,27589.38,4.7619,1550.26,3.4
266842f9-c02c-4e81-9fe9-3d637ea66afe,Punjab,Amritsar,Normal,Female,Fashion,1381.38,9,2237.84,14670.26,2025-04-07,11:09:32,UPI,12432.420000000002,4.7619,698.58,7.2
1244356e-82cd-4ae6-b345-7598fc93f5ec,Rajasthan,Jodhpur,Normal,Female,Fashion,18148.01,3,9799.93,64243.96,2025-06-03,04:40:28,Credit Card,54444.03,4.7619,3059.23,3.7
70a85349-d29f-45a0-b82f-5bdd660914de,Punjab,Amritsar,Member,Female,Electronics,11492.85,8,16549.7,108492.5,2023-08-24,15:35:42,Credit Card,91942.8,4.7619,5166.3,2.4
e9e02059-cc46-48e7-af03-6f7e211844d5,Uttar Pradesh,Lucknow,Normal,Male,Groceries,14367.04,8,20688.54,135624.86,2024-06-08,16:10:45,Cash,114936.32,4.7619,6458.32,2.2
cfe275fe-c208-4037-982e-770028ecd212,Gujarat,Surat,Normal,Female,Electronics,10743.38,9,17404.28,114094.7,2025-05-27,20:28:48,Credit Card,96690.42,4.7619,5433.08,6.2
01258cdb-11af-479c-9c9f-35b6584e428c,Gujarat,Ahmedabad,Normal,Male,Fashion,15209.21,3,8212.97,53840.6,2025-01-25,00:38:20,Cash,45627.63,4.7619,2563.84,4.0
26b5efa3-d9f3-4724-b253-e8dc2d4186b1,Punjab,Ludhiana,Normal,Female,Home & Kitchen,14659.94,7,18471.52,121091.1,2023-11-08,04:49:42,Debit Card,102619.58,4.7619,5766.24,5.4
788572fa-131f-4c02-98a6-286314b5980c,Gujarat,Surat,Member,Male,Electronics,9592.93,5,8633.64,56598.29,2023-08-24,17:08:13,Debit Card,47964.65,4.7619,2695.15,4.5
909e98c9-1543-4536-b4a0-ed5fb82d8664,Karnataka,Mysuru,Normal,Male,Health & Beauty,19146.14,1,3446.31,22592.45,2025-03-02,17:06:47,UPI,19146.14,4.7619,1075.83,9.0
8bc88562-9725-473e-948c-f6befdd0c961,Tamil Nadu,Chennai,Member,Female,Fashion,6799.91,1,1223.98,8023.89,2024-11-28,06:10:02,UPI,6799.91,4.7619,382.09,2.8
b3d02ded-b456-412f-8487-6a3abfd5dd93,Karnataka,Mysuru,Normal,Female,Health & Beauty,16355.49,3,8831.96,57898.43,2025-04-07,10:22:13,Cash,49066.47,4.7619,2757.07,1.4
26685ce0-4cde-4858-9a30-48ac123b91ab,West Bengal,Kolkata,Normal,Male,Groceries,6959.13,1,1252.64,8211.77,2025-05-07,18:39:47,UPI,6959.13,4.7619,391.04,4.1
1ecaa9bb-1fe8-4736-90ba-8e8dba80f0a2,Maharashtra,Nagpur,Normal,Female,Fashion,18436.97,1,3318.65,21755.62,2024-08-11,05:54:24,UPI,18436.97,4.7619,1035.98,2.1
8afc6cbc-ed18-4d8e-8fe5-abecbb5ccac1,Punjab,Amritsar,Normal,Female,Health & Beauty,18838.88,3,10173.0,66689.64,2023-08-05,03:42:54,Credit Card,56516.64,4.7619,3175.69,4.5
1431ae6b-4c83-475f-ab3f-eb1fb6d07e01,Uttar Pradesh,Varanasi,Normal,Male,Electronics,4464.72,9,7232.85,47415.33,2025-03-25,15:12:59,Debit Card,40182.48,4.7619,2257.87,3.5
e762c017-e40a-4eab-9062-1a7b8e8b77a2,Punjab,Amritsar,Normal,Female,Electronics,8379.44,9,13574.69,88989.65,2025-04-16,03:57:02,Debit Card,75414.96,4.7619,4237.6,7.8
05b1c526-400f-4de6-97f5-2fbffe3de8df,Maharashtra,Nagpur,Member,Male,Home & Kitchen,3083.1,6,3329.75,21828.35,2024-07-01,17:45:56,UPI,18498.6,4.7619,1039.44,4.9
74a167d2-149b-4da8-8d2a-6fd244541a5e,Rajasthan,Jodhpur,Normal,Male,Health & Beauty,14695.27,9,23806.34,156063.77,2025-03-19,11:25:39,Cash,132257.43,4.7619,7431.6,9.6
0d9f1c05-1761-4e22-a77e-734b675b83e6,Punjab,Ludhiana,Member,Female,Fashion,5604.8,6,6053.18,39681.98,2023-09-13,05:44:12,Cash,33628.8,4.7619,1889.62,5.1
1cff254c-9046-4744-b77a-9f5174a8b25e,Gujarat,Ahmedabad,Member,Male,Health & Beauty,11821.31,1,2127.84,13949.15,2024-09-19,04:06:17,Credit Card,11821.31,4.7619,664.24,8.0
c0dd2c90-ff41-48e9-a672-5c4079171786,Rajasthan,Jodhpur,Member,Female,Fashion,9389.67,7,11830.98,77558.67,2024-01-25,21:25:10,Cash,65727.69,4.7619,3693.27,2.0
db7728fb-f585-4a51-bf52-fc307fa2dba0,Karnataka,Bengaluru,Normal,Male,Groceries,18738.36,9,30356.14,199001.38,2025-04-16,04:05:20,Credit Card,168645.24,4.7619,9476.25,2.9
b15ae7dc-50da-4e0e-adf0-fb97a1d7f023,Rajasthan,Jaipur,Member,Male,Electronics,2757.99,6,2978.63,19526.57,2024-04-02,05:32:21,Debit Card,16547.94,4.7619,929.84,8.4
74b635ef-14fa-4918-83f2-4a92d3ad5fe7,Rajasthan,Jaipur,Member,Female,Electronics,7944.47,1,1430.0,9374.47,2023-11-23,07:35:12,Debit Card,7944.47,4.7619,446.4,5.8
f604e196-5729-4098-8899-01f22793753a,Gujarat,Ahmedabad,Member,Male,Electronics,5848.12,7,7368.63,48305.47,2025-04-17,10:08:06,Cash,40936.84,4.7619,2300.26,5.4
c2072d60-5e60-4c83-9c58-0b67451cf179,Madhya Pradesh,Indore,Member,Female,Groceries,5193.56,2,1869.68,12256.8,2024-10-07,20:49:17,Debit Card,10387.12,4.7619,583.66,7.6
544562c5-df00-4d09-b76d-e891ae06435f,Tamil Nadu,Coimbatore,Normal,Male,Home & Kitchen,16256.54,8,23409.42,153461.74,2024-12-01,03:05:01,Cash,130052.32,4.7619,7307.69,7.4
2b8fe989-0e19-4f48-9a09-126888e1dc73,West Bengal,Howrah,Member,Female,Health & Beauty,13052.36,8,18795.4,123214.28,2024-01-07,18:21:33,Credit Card,104418.88,4.7619,5867.34,9.0
b62ee304-ac95-41dc-bff1-bc95e1a1e3f6,West Bengal,Howrah,Member,Female,Health & Beauty,2372.88,1,427.12,2800.0,2023-08-18,16:30:20,Debit Card,2372.88,4.7619,133.33,4.9
2962060a-e3d0-4196-b51c-5c784e333fc5,Punjab,Amritsar,Member,Female,Home & Kitchen,11596.0,7,14610.96,95782.96,2025-01-14,01:29:59,Cash,81172.0,4.7619,4561.09,3.7
9f80a248-ab5e-4fff-a2f7-b46289e0ddb8,Madhya Pradesh,Indore,Member,Female,Groceries,15180.04,7,19126.85,125387.13,2025-06-02,01:40:32,Cash,106260.28,4.7619,5970.81,3.5
0483bc21-9d88-4e5c-b5b3-db7bff6a7bcc,Gujarat,Surat,Normal,Male,Health & Beauty,2654.35,9,4300.05,28189.2,2024-07-19,08:27:38,Debit Card,23889.149999999998,4.7619,1342.34,6.2
21c2669e-4e6c-4858-b25c-83f19cb4f642,Gujarat,Ahmedabad,Normal,Female,Fashion,5482.32,9,8881.36,58222.24,2024-02-04,12:22:19,Credit Card,49340.88,4.7619,2772.48,1.0
06064f9f-9a5f-44f1-a83a-387818871963,Punjab,Ludhiana,Normal,Male,Fashion,7239.48,3,3909.32,25627.76,2024-10-06,10:06:35,Debit Card,21718.44,4.7619,1220.37,5.0
e4a560df-6972-4e79-9d94-7119fd26cd38,Madhya Pradesh,Bhopal,Member,Male,Health & Beauty,3708.32,8,5339.98,35006.54,2025-06-13,03:06:16,Cash,29666.56,4.7619,1666.98,6.5
c377a1eb-a8ea-444f-b802-f71c3cd7d8b1,Punjab,Ludhiana,Normal,Male,Home & Kitchen,10875.85,6,11745.92,77001.02,2023-11-13,00:08:56,Credit Card,65255.100000000006,4.7619,3666.71,6.4
4c15f76c-9a60-4b8c-b7e5-cdd800a5b2c8,Uttar Pradesh,Lucknow,Normal,Male,Home & Kitchen,7343.54,4,5287.35,34661.51,2024-11-02,04:42:18,Cash,29374.16,4.7619,1650.55,1.5
d6b72f4b-7fdc-4327-9aff-3488aac2dbc4,Rajasthan,Jodhpur,Normal,Male,Groceries,7751.46,9,12557.37,82320.51,2024-09-04,13:50:43,UPI,69763.14,4.7619,3920.02,9.9
71c42aa2-e48b-4cc5-956a-7dbb56d9f92d,Uttar Pradesh,Kanpur,Member,Female,Fashion,11610.51,7,14629.24,95902.81,2024-09-09,07:57:11,Cash,81273.57,4.7619,4566.8,1.7
6e05b4b6-bcad-4c38-83f1-6e7c46a43918,Punjab,Amritsar,Member,Male,Health & Beauty,19587.52,2,7051.51,46226.55,2024-03-17,21:49:31,Cash,39175.04,4.7619,2201.26,7.5
76526086-f03f-4347-b07f-9d77c7f82234,Gujarat,Surat,Member,Female,Home & Kitchen,5028.36,9,8145.94,53401.18,2025-05-12,18:55:57,Cash,45255.24,4.7619,2542.91,8.6
9b8a2adc-3504-4d37-8754-c8455ccb7ebb,Maharashtra,Nagpur,Member,Female,Groceries,1443.85,2,519.79,3407.49,2024-09-21,12:03:19,Debit Card,2887.7,4.7619,162.26,3.7
7835d315-519c-4453-bd45-24692454e566,Gujarat,Surat,Member,Female,Health & Beauty,14144.1,1,2545.94,16690.04,2024-03-11,21:48:11,Debit Card,14144.1,4.7619,794.76,8.9
4e576b94-5bf0-4a89-be08-ef77e7167461,Rajasthan,Jodhpur,Normal,Female,Groceries,2594.84,8,3736.57,24495.29,2024-04-06,21:32:09,Debit Card,20758.72,4.7619,1166.44,7.5
7b2711ab-1f3d-46eb-a202-10787048e338,Madhya Pradesh,Indore,Normal,Male,Electronics,11698.0,1,2105.64,13803.64,2025-06-11,10:25:26,Cash,11698.0,4.7619,657.32,4.6
fe6ea273-9b92-4a11-9583-c4e0e34767dd,Gujarat,Ahmedabad,Normal,Male,Fashion,19938.96,7,25123.09,164695.81,2024-06-24,17:52:30,Debit Card,139572.72,4.7619,7842.65,8.1
fe386795-c2e7-49ea-872e-dad8e60fd396,Maharashtra,Mumbai,Normal,Male,Home & Kitchen,11476.23,5,10328.61,67709.76,2024-09-20,13:40:50,Cash,57381.149999999994,4.7619,3224.27,8.4
ab64f919-9be1-4292-bbd4-53044eb98e1d,Rajasthan,Jaipur,Member,Male,Home & Kitchen,12895.45,5,11605.9,76083.15,2024-05-27,16:16:15,Cash,64477.25,4.7619,3623.0,5.5
2593968f-3887-44ce-b150-812d95030cbb,Madhya Pradesh,Indore,Member,Female,Electronics,5608.92,8,8076.84,52948.2,2024-11-06,18:33:36,Debit Card,44871.36,4.7619,2521.34,8.6
bfc9a38e-eb62-40ec-9e97-818da39953d4,Karnataka,Mysuru,Member,Female,Home & Kitchen,17965.21,9,29103.64,190790.53,2023-08-02,09:38:11,Cash,161686.88999999998,4.7619,9085.25,9.3
99fa6031-095f-4d68-9aa1-d958633ca2ac,Tamil Nadu,Chennai,Normal,Male,Health & Beauty,14523.45,10,26142.21,171376.71,2024-12-02,19:38:08,Cash,145234.5,4.7619,8160.79,7.8
d027c0dd-b8b3-4854-8f3d-220588d338c1,Delhi,New Delhi,Member,Female,Fashion,13690.11,2,4928.44,32308.66,2023-12-05,14:01:58,Cash,27380.22,4.7619,1538.51,3.9
822cc7f3-71ff-46d7-a133-997be7714095,Maharashtra,Mumbai,Normal,Male,Groceries,18796.32,5,16916.69,110898.29,2025-04-15,18:50:27,UPI,93981.6,4.7619,5280.87,3.7
7dbee64e-8cef-45f5-8b83-f95cc3ac3a43,Rajasthan,Jaipur,Member,Female,Home & Kitchen,15360.06,9,24883.3,163123.84,2025-06-30,16:44:17,Credit Card,138240.54,4.7619,7767.79,2.0
7a64db19-bde5-4545-bcbe-b947037511ec,Delhi,New Delhi,Member,Female,Fashion,19643.87,10,35358.97,231797.67,2023-10-23,22:35:46,UPI,196438.69999999998,4.7619,11037.97,7.4
06ba66ed-f183-4423-aeba-25a5db2291bb,Punjab,Ludhiana,Normal,Female,Electronics,6034.18,6,6516.91,42721.99,2024-04-13,05:49:33,Debit Card,36205.08,4.7619,2034.38,1.7
02880f6d-b3ff-4923-aad5-1eb5dbd77def,Rajasthan,Jaipur,Member,Female,Fashion,9860.29,7,12423.97,81446.0,2025-01-09,04:05:17,UPI,69022.03,4.7619,3878.38,9.1
fe81a301-d147-42ab-bc0d-23df32225122,Delhi,New Delhi,Member,Female,Groceries,743.85,10,1338.93,8777.43,2025-06-22,08:06:11,Debit Card,7438.5,4.7619,417.97,2.2
